# ['MStar', 'MRate', 'incl']
20.23606751 0.00200058 61.32253707
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
19.95828541 0.00200038 61.42811008
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
20.05340154 0.00195101 62.28449807
